technology_id,country,name,currency_base,currency_other,exchange_rate_per_usd,labour_day_cost_raw,calculation_base,calculation_unit,hectare_conversion_factor,establishment_labour_usd,establishment_equipment_usd,establishment_plant_material_usd,establishment_fertilizers_biocides_usd,establishment_construction_material_usd,establishment_other_usd,establishment_total_usd,establishment_n_items,establishment_total_estimation_reported,establishment_other_funding,maintenance_labour_usd,maintenance_equipment_usd,maintenance_plant_material_usd,maintenance_fertilizers_biocides_usd,maintenance_construction_material_usd,maintenance_other_usd,maintenance_total_usd,maintenance_n_items,maintenance_total_estimation_reported,maintenance_other_funding,costbenefit_establishment_short,costbenefit_maintenance_short,costbenefit_establishment_long,costbenefit_maintenance_long,cost_assumptions
1405,TH,Cut-off drain,other,Baht,37.0,2.16,,,,0.12,,,,,,0.12,1,,,0.12,,,,,,0.12,1,,,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"Steep slope will require larger number of the cut-off drains, thus affecting the cost."
1406,TJ,Combined cut-and-carry and fruit-production system with terraces,USD,,,0.70,area,,,714.0,,100.0,,,614.0,1428.0,3,,research stations of the orchard institute,93.0,,,28.0,,,121.0,2,,,,,,,"The costs today are strongly determinated by labour input, whereas during establishment and till the end of USSR costs for pesticides, fertilisers, new trees and equipment were very high."
1407,TJ,Daily and seasonal rotation on grassland,USD,,,6.10,,,,,,,,,4385.0,4385.0,1,,,732.0,,,,,344.0,1076.0,5,,,NEUTRAL,SLIGHTLYPOSITIVE,VERYPOSITIVE,POSITIVE,"Buying an own herd and looking for the animals are the most expensive factors, expecially if there are sick or dead animals."
1408,TJ,Daily grazing of village-herds,other,Somoni,3.42,,,,,,,,,,342.11,342.11,1,,,,,,,,82.53,82.53,3,,,POSITIVE,POSITIVE,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,"The most important cost factor is buying livestock. Recurrent costs are low, but rent fees for pastures are percieved as being high."
1409,TJ,Terrace with Tree Barrier,,,,3.00,,,,,,,,,,,3,,,,,,,,,,2,,,SLIGHTLYNEGATIVE,NEUTRAL,VERYPOSITIVE,VERYPOSITIVE,
1410,SY,Range Pitting and Reseeding,other,Syrian Pound,50.0,4.00,,,,2.4,19.2,5.4,,0.02,,27.02,4,,,0.24,1.92,0.18,,,,2.34,3,,,NEUTRAL,NEUTRAL,POSITIVE,VERYPOSITIVE,"labour, slope, soil depth"
1411,SY,Stone Wall Bench Terraces,other,Syrian Pounds,50.0,3.00,,,,26.2,2.1,,0.3,0.6000000000000001,,29.2,9,,,0.3,0.1,,,,,0.4,3,,,NEGATIVE,POSITIVE,POSITIVE,POSITIVE,Labour shortage and labour cost
1412,TN,Recharge well,other,TND,1.3,10.00,,,,5384.62,,,,769.23,,6153.85,2,,,384.62,,,,76.92,,461.54,2,,,VERYPOSITIVE,VERYPOSITIVE,POSITIVE,POSITIVE,Labour is the most determining factor affecting the costs.
1413,TN,Cistern,other,TND,1.3,10.00,,,,192.31,,,,115.38,,307.69,2,,,61.54,,,,38.46,,100.0,2,,,POSITIVE,POSITIVE,POSITIVE,POSITIVE,
1414,ET,Area closure,other,Birr,8.0,0.88,,,,19.25,0.81,0.25,,,3.5,23.81,4,,,1.88,,,,,,1.88,1,,,VERYPOSITIVE,POSITIVE,POSITIVE,POSITIVE,"labour, slope"
1415,ET,Boreda Soil Bund,other,Birr,8.5,0.70,,,,6.18,1.76,2.35,,,,10.29,3,,,0.52,,,,,,0.52,1,,,POSITIVE,NEUTRAL,VERYPOSITIVE,SLIGHTLYPOSITIVE,slope
1416,ZA,Restoration of degraded rangeland,other,Rand,8.2,4.30,,,,4.27,8.54,8.54,6.71,,,28.06,6,,,0.85,0.61,,2.44,,,3.9,3,,,SLIGHTLYNEGATIVE,POSITIVE,POSITIVE,SLIGHTLYNEGATIVE,"Biocides, fertilisers (lime), seeds and labour have a great effect on costs."
1417,BW,Roof rainwater harvesting system,other,Pula,8.0,5.00,,,,64.06,,,,187.5,,251.56,3,,,1.56,,,,,,1.56,1,,,VERYNEGATIVE,VERYNEGATIVE,VERYPOSITIVE,VERYPOSITIVE,"Cost of building materials, specifically iron sheets, timber, bricks, concrete and the professional builder from the government."
1418,ET,Area Closure for Rehabilitation of Degraded Hillsides,other,Birr,8.56,0.85,,,,1588.79,58.41,706.78,,,,2353.98,4,,,1092.29,,544.39,,,,1636.68,3,,,POSITIVE,SLIGHTLYPOSITIVE,VERYPOSITIVE,POSITIVE,"location of nursery site from the closed area, absence of road and/or vehicle/fuel"
1419,CN,Zhuanglang loess terraces,USD,,,,area,ha,,1260.0,30.0,,,,,1290.0,4,,,25.0,10.0,,,,,35.0,3,,,NEGATIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,
1420,TN,Tabia,other,TND,1.3,10.00,,,,384.62,,,,130.77,,515.39,2,,,115.38,,,,38.46,,153.84,2,,,NEGATIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,Labour is the most determining factor affecting the costs.
1421,PH,WINDBREAKS,,,,4.00,,,,,,,,,,,0,,,,,,,,,,0,,,SLIGHTLYPOSITIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,Perimeter length (m) of area to be treated/planted.
1422,PH,Rainfed paddy rice terraces,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,POSITIVE,,VERYPOSITIVE,
1423,PH,Vetiver grass system or Vetiver grass technology,other,Peso,50.0,2.00,,,,1.0,,2.0,,,,3.0,2,,,0.4,,,,,,0.4,1,,,NEUTRAL,POSITIVE,POSITIVE,POSITIVE,"Labor is the most important factor (establishing contour, land preparation and planting).  Planting materials can be asked for free from other farmers."
1424,PH,Stone bunds and small basins,other,Philippine peso,50.0,4.00,,,,20.0,0.4,,,,,20.4,2,,,0.8,,,,,,0.8,1,,,SLIGHTLYPOSITIVE,POSITIVE,VERYPOSITIVE,POSITIVE,Labor for the removal and collection of stones for piling.
1425,SN,Cordons pierreux avec haie vive,other,CFA,500.0,,,,,1.8,2.0,,,,2.3,6.1,4,,,,,,,,,,0,,,POSITIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,"Main d'oeuvre, équipement et location de voiture (au début un camion a été loué pour le transport des matériaux de construction; un camion différent a été acheté à un stade ultérieur du projet, ce qui améliore la continuité du projet)"
1426,SN,Gabions,other,CFA,500.0,,,,,0.36,0.8600000000000001,,,0.42,,1.64,5,,,,,,,,,,0,,,POSITIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,"Main d'oeuvre, équipement et location de voiture (au début un camion a été loué pour le transport des matériaux de construction; un camion différent a été acheté à un stade ultérieur du projet, ce qui améliore la continuité du projet)"
1427,SN,Mise en défens de Kewyel,other,CFA,500.0,,,,,,0.75,0.01,0.36,,,1.12,3,,,,0.06,,0.15,,,0.21,3,,,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,POSITIVE,POSITIVE,"L'équipement et les produits phytosanitaires enregistrent les coûts les plus élevés dans la phase de mise en place de la mise en défens. Les travaux ont été effectués sur la base du volontariat par la main d'oeuvre locale (tissage de la clôture du pépinière, recherche de sable et terreau, remplissage des gaines, reboisement,désherbage, regarnissage et surveillance de la parcelle)."
1428,MA,Assisted cork oak regeneration,other,dirhams,8.0,5.00,,,,54.38,,26.03,,15.62,,96.03,3,,,4.38,,,,15.62,,20.0,2,,,NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,"If planting coincides with a dry season, it takes watering on several occasions, which makes applying the technology more expensive - Stronger fences and more supervising are required if near to habitation."
1429,SN,Aire Marine Protégée de Bamboung,other,Francs CFA,500.0,,,,,19.32,24.88,,,,,44.2,2,,,0.7,40.8,,,,,41.5,4,,,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,Les facteurs les plus coûteux ont été la sensibilisation et les moyens de déplacements; ils ont été supportés par OCEANIUM.
1430,SN,Récupération des terres salées,other,Francs CFA,500.0,,,,,12.330000000000002,7.18,,,14.0,0.4,33.91,11,,,9.899999999999999,,,,,,9.9,4,,,NEUTRAL,NEUTRAL,POSITIVE,POSITIVE,"Les facteurs les plus déterminants pour les coûts sont la main d'oeuvre et le matériel de construction, tous payés par le projet."
1431,SN,Mise en défens,other,Francs CFA,500.0,,,,,2.4,,,,,,2.4,1,,,,,,,,,,0,,,POSITIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,Les coûts de mise en place ont été entièrement supportés par le projet. Les populations assurent bénévolement la surveillance.
1432,SN,Grande Muraille Verte,other,Francs CFA,500.0,,,,,43.84,8.559999999999999,,,,672.0,724.4,5,,,0.6,6.48,,,,,7.08,2,,,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,Les facteurs les plus déterminants pour la mise en place de cette mesure sont les coûts de la clôture et de la production des plants.
1433,SN,Bassin de rétention de Piterki,,,,,,,,,,,,,,,0,,,,,,,,,,1,,,SLIGHTLYPOSITIVE,POSITIVE,POSITIVE,POSITIVE,
1434,SN,Conversion de zones cultivées en forêt régionale,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,SLIGHTLYPOSITIVE,NEUTRAL,VERYPOSITIVE,VERYPOSITIVE,
1435,SN,Micro-irrigation à basse pression,other,Francs CFA,500.0,,,,,,6.8,,,,,6.8,1,,,,3.1199999999999997,,,,,3.12,3,,,SLIGHTLYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,L'installation du système
1436,SN,Retenue d'eau,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,SLIGHTLYPOSITIVE,,VERYPOSITIVE,,"Les facteurs les plus déterminants sont les matériaux de construction (ciment  pierre, fer) et les petits équipements.
Il n’y a pas de données chiffrées sur les coûts de mise en place et d’entretien. Néanmoins, il est clairement établi que ces coûts sont élevés et constituent une des contraintes à la large diffusion de cette technologie."
1437,SN,Repos biologique,other,Francs CFA,500.0,,,,,,0.16,,,,,0.16,3,,,,,,,,,,0,,,POSITIVE,POSITIVE,,,La population a reçu du petit matériel en guise de rémunération contre le travail durant la phase du diagnostic. Le carburant qui représente le seul investissement financier a été totalement pris en charge par le service de pêche.
1438,SN,Aménagement forestier,,,,,,,,,,,,,,,3,,,,,,,,,,1,,,POSITIVE,NEUTRAL,,,
1439,SN,Aménagement forestier,other,Francs CFA,500.0,,,,,1.4,0.29,,,,,1.69,4,,,9.2,0.31,,,,,9.51,4,,,POSITIVE,POSITIVE,,,
1440,SN,Digue anti-sel,other,Francs CFA,500.0,,,,,10.8,,,,3.43,5.8,20.03,6,,,,,,,,,,0,,,POSITIVE,,VERYPOSITIVE,,La main d'oeuvre (utilisée dans le cadre de la sensibilisation des populations par des agents du projet et des services technique et durant les travaux manuels de mise en place de l'ouvrage) constitue le facteur le plus déterminant pour les coûts de mise en place.
1441,SN,Bois sacré,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,
1442,SN,Régénération de la mangrove,,,,,,,,,,,,,,,4,,,,,,,,,,0,,,,,,,Le carburant utilisa pour le transport des propagules et la plantation a été entièrement pris en charge par l'OCEANIUM de même que la restauration pendant que les populations ont volontairement offert le service.
1444,TJ,Rehabilitation of iron water gates to improve distribution of irrigation water,USD,,,,,,,111.0,,,,300,,411.0,2,,UNDP,22.0,,,,,,22.0,2,,,NEUTRAL,POSITIVE,VERYPOSITIVE,POSITIVE,"The most determinate costs are those for the purchase of water gates. Cleaning of channels was not part of this project, and therefore only installation of water distribution facilities have been completed. Channels are usually cleaned by local users who are in many cases supported by international donors."
1445,CN,Bench terraces on loess soil,USD,,0.83,8.8,,,,1821.0,,,,,,1821.0,2,,,264.0,,,,,,264.0,1,,,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,POSITIVE,VERYPOSITIVE,The terrace on the steep slope need more input for more soil and earth should be moved. It is the most important factor.The soil depth is not so important for the deep soil layer here.The cost of labour increases greatly in the last several years and the cost of construction of terrace increased.
1446,TJ,Roof top rainwater harvesting stored in a polythene lined earth retention tank.,other,TJSomoni,4.5,6.60,,,,14.0,,,,13.88,,27.88,8,,,3.22,,,,7.83,,11.05,5,,,VERYPOSITIVE,VERYPOSITIVE,,,"The type of earth in Tajikistan is very good for making the retention ponds, the labour is provided by the land user, and the plastic pipes can be manufactured out of empty plastic bottles. The polythene sheet and cord have to be purchased from the shop."
1447,TJ,Лесозащитная полоса,other,сомони,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,Подорожание техники и ГСМ
1448,TJ,Строительство габионов,other,Сомони,4.5,,,,,,,,,,,,0,,,,,,,,,,0,,,,,SLIGHTLYPOSITIVE,,Доставка стройматериалов и строительство.
1450,TJ,Infilling of gullies with vegetative structures,other,Tajik Somoni,4.5,5.50 $,,,,11.12,,4.44,,4.44,,20.0,4,,,11.12,,4.44,,4.44,,20.0,4,,,NEUTRAL,NEUTRAL,POSITIVE,POSITIVE,"The materials used to construct the gulley plug are locally available, and are therefore free of charge to the land user. The labour (or time in labour) is the most substantial cost, and this is directly proportional to the number of gulley plugs required to infill the entire eroded gulley. If there is a big sediment load in the surface water runoff it will back fill behind the gulley plugs rapidly and additional barriers  will need to be established."
1451,TJ,Wind forest strips for land protection against wind erosion on sandy soils,other,сомони,,3.00,,,,,,,,,,,8,,,,,,,,,,5,,,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,seeds and seedlings cost
1452,TJ,Irrigation of orchards by using low cost drip irrigation technique,other,Tajik Somony,4.45,3.00,,,,33.25,358.87,54.61,3.82,,,450.55,8,,,6.74,10.440000000000001,2.28,3.82,,,23.28,10,,,SLIGHTLYNEGATIVE,NEUTRAL,POSITIVE,POSITIVE,equipment for irrigation system (polyethylene tubes)
1453,TJ,Tree nurseries to test tree species adapted to local climate,other,Somoni,4.5,4.50,,,,495.55,,11.11,20.0,,,526.66,6,,,253.32,,,4.0,,,257.32,4,,,SLIGHTLYNEGATIVE,SLIGHTLYNEGATIVE,VERYPOSITIVE,VERYPOSITIVE,"The most determinate factors affecting the costs are for labour, although in the documented example, labour was provided voluntarily by the family of the land user. Costs for labour are estimates for a situation in which labour had to be paid in Tajikistan."
1454,TJ,Cascading Rock Irrigation Channel,other,Somoni,4.5,5.50,unit,,,388.89,113.33,59.11,55.56,222.22,,839.11,7,,,94.45,,,,,,94.45,2,,,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,"There was no real cost in construction of the rock irrigation channel. All labour, animal traction and materials were sourced locally for no cost, poplar seedlings are cuttings from local poplars, and organic compost for the trees was collected from local livestock."
1455,CN,Check dam for land,USD,,-2.17,8.80,,,,4869.0,,,,1054.0,,5923.0,3,,,132.0,,,,,,132.0,1,,,SLIGHTLYNEGATIVE,POSITIVE,POSITIVE,POSITIVE,"The wide of dam wall affects the cost greatly, the wider, more expensive.The labour cost and the distance of rock quarry are also important."
1456,GR,Application of water by drip irrigation,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,POSITIVE,POSITIVE,POSITIVE,POSITIVE,"the reguired materials (tubes, filters, etc)"
1457,TJ,Landslide prevention using drainage trenches lined with fast growing trees.,other,Tajik Somoni,4.5,5.50,,,,33.34,4.44,177.78,,66.67,,282.23,5,,,16.669999999999998,,,,,,16.67,2,,,SLIGHTLYPOSITIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,The cost of an 80m ditch is mainly determined by labour and seedlings. Labour can be provided by the land owner and seedlings for willows and poplars can be found locally and therefore are of no cost. The stone may occur naturally but there may be transport costs.
1458,TJ,Shelterbelts with Russian Silverberry for the protection of irrigated fields,other,Somoni,4.5,5.50,,,,160.0,,300.0,,,,460.0,2,,,18.89,,,,,,18.89,1,,,SLIGHTLYNEGATIVE,NEUTRAL,POSITIVE,POSITIVE,"Labour was provided for free through the so-called ""haschar"" or neighborhood help."
1459,TJ,Reduced pressure on forest resources by improved thermal insulation in private houses,other,somoni,4.6,,,,,3.7,,,,83.69,,87.39,4,,,,,,,,,,0,,,SLIGHTLYPOSITIVE,VERYPOSITIVE,POSITIVE,VERYPOSITIVE,"The costs for the installation of windows and doors depends on their size and also whether additional work has to be done to fit the door or window hatch to the required size. With regards to the thermal insulation the costs are estimated based of the size of the area in square metres, whether it is the floor, ceiling or wall."
1460,TJ,Roof Top Rain Water Harvesting - Concrete Tank,other,Somoni,,10.00,,,,,,,,,,,6,,,,,,,,,,1,,,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,"Labour, tools and piping can be provided by the land user and stone for the foundation is locally available, however, there is an initial outlay of $300 for the cement, wood and metal guttering. In this example the money for the initial outlay was collected by family members working in Russia and from local salaries."
1461,TJ,Saxaul plantation for stabilisation of sandy soils,other,Somoni,4.5,5.50,,,,71.11,44.44,43.33,1.78,,,160.66,5,,UNDP,55.56,,,,,,55.56,1,,,NEUTRAL,NEUTRAL,POSITIVE,POSITIVE,"For this technology, costs are related to the use of a tractor for planting of seeds and for the purchase of seeds and fertiliser. As the plantation was implemented by the forestry agency, labour used was provided by current employees of the agency."
1462,NP,Plastic-lined conservation pond to store irrigation water,USD,,,2.10,unit,Pond,,6.3,29.2,,,,,35.5,2,,,6.3,,,,,,6.3,1,,,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,"Cost of plastic,  members of a household contributed as labour in all sites."
1463,IT,Controlled grazing in deciduous  woods as an alternative to grazing on  rangeland,other,euro,0.8,100.00,,,,875.0,,,,,,875.0,2,,,1218.75,,,,,,1218.75,3,,,SLIGHTLYPOSITIVE,POSITIVE,POSITIVE,POSITIVE,Labour costs are the most important determining factor affecting the costs.
1464,TJ,Spiral water pumps,other,Somoni,4.5,9.00,,,,44.44,6.67,,,447.56,198.88,697.55,13,,MSDSP,10.0,,,,,,10.0,1,,,POSITIVE,POSITIVE,,,The material needed to build such a spiral waterpump is the most important factor determining the costs.
1465,TJ,Natural spring catchment protection,other,TJS,4.5,25,,,,44.44,64.45,,,20.22,,129.11,9,,CESVI,11.11,4.44,,,,,15.55,2,,,SLIGHTLYPOSITIVE,POSITIVE,POSITIVE,POSITIVE,The cost is determined by the depth of the spring head. If it needs to be deeper it requires additonal labour and material costs.
1467,ET,traditional cut-off drain,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,SLIGHTLYNEGATIVE,SLIGHTLYPOSITIVE,POSITIVE,POSITIVE,soil depth and soil type affects the time it takes to dig out the ditch
1468,ET,Hararghie Stone Faced Soil Bund,other,Birr,8.6,0.80,,,,28.37,3.08,1.4,4.65,,,37.5,5,,,2.91,,,,,,2.91,1,,,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,POSITIVE,POSITIVE,"slope of the land, foundation and dimension of the structure, soil depth and excavation of the ditches."
1469,ET,Gully Rehabilitation,other,Birr,8.6,0.80,,,,,,,,,,,0,,,,,,,,,,0,,,SLIGHTLYPOSITIVE,,POSITIVE,POSITIVE,"slope, labour, time of cost recovery payment (period), width (length) of the gully, availability of construction materials."
1470,IN,Silvi Pasture,other,Rupees,48.85,1.00,,,,,,,,,,,0,,,,,,,,,,0,,,NEGATIVE,SLIGHTLYPOSITIVE,POSITIVE,POSITIVE,"1- Slope : - Due to steep slope , interval between contour trench lines was less;     2- Soil Depth : - Due to stony strata, excavation cost was high;   3- Material : - Boulders were transported from outside.   4- Lead/Lift : - Due to steep slope, labour output was less 5- Drought :- Replantation costs were high"
1471,IN,Sunken streambed structure,other,Rupees,48.85,1.00,,,,4.61,0.31,,,,,4.92,2,,,0.1,,,,,,0.1,1,,,POSITIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,Presence of hard stata (bed rock) increases cost of excavation
1472,IN,Dugout Pond,other,Rupees,48.85,1.00,,,,,,,,,,,0,,,,,,,,,,0,,,NEUTRAL,POSITIVE,POSITIVE,POSITIVE,1- Cost of excavation increases with hardness of strata.        2- Non availability of stones locally for pitching.
1473,IN,Shelterbelts,other,Indian Rupee,48.85,1.00,,,,,,,,,,,0,,,,,,,,,,0,,,VERYNEGATIVE,SLIGHTLYNEGATIVE,POSITIVE,VERYPOSITIVE,"The above costs cover an establishment period of 5 years for 1 hectare (250 plants) of shelterbelt; year 1: pitting, planting, watering. Year 2 & 3: periodic watering, watch and ward, prunng, gap filling.  Year 4 & 5: watch and ward, pruning.  Of the total number of 391 mandays/ha. of shelterbelt, 288 mandays go towards periodic watering over the first 3 years.  Watering of plants is essential due to the semi-arid climate and sandy soil.  In addition, as supportive technology for provision of water, one borewell with handpump was established per kilometer of shelterbelt."
1474,IN,Farm pond,other,Ruppes,46.0,0.73,,,,7.83,,,,2.38,,10.21,2,,,0.16,,,,,,0.16,1,,,POSITIVE,POSITIVE,POSITIVE,POSITIVE,"If the implementation site is having the hard strata, then the cost will be more."
1475,IN,Dugout Sunken Pond with Catchment Treatment,other,Rupee,45.0,0.89,,,,5.0,1.1800000000000002,,,,2.08,8.26,7,,,0.4,,,,,0.06,0.46,3,,,SLIGHTLYPOSITIVE,NEUTRAL,POSITIVE,NEUTRAL,Availability of stone affects the cost from implementing SWC
1476,IN,Forest catchment treatment,,,,,,,,,,,,,,,4,,,,,,,,,,1,,,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,
1477,IN,Pepsee micro-irrigation system,,,,,,,,,,,,,,,4,,,,,,,,,,2,,,POSITIVE,POSITIVE,POSITIVE,POSITIVE,
1478,IN,"Contour ""V"" Ditch",other,Rupee,50.0,1.00,,,,0.7,,,,0.1,,0.8,2,,,,,,,,,,0,,,NEUTRAL,POSITIVE,POSITIVE,VERYPOSITIVE,"Labour availability, Availability of grass/stone , Transportation facility."
1479,IN,Sunken gully pits,other,Rupees,50.0,1.00,,,,0.74,,,,0.06,,0.8,2,,,,,,,,,,0,,,POSITIVE,POSITIVE,POSITIVE,SLIGHTLYPOSITIVE,"Labour availability, stone transportation."
1480,IN,Contour Trench cum Bund,other,Indian Rupee,50.0,1.00,,,,2.0,,,,2.0,,4.0,3,,,,,,,,,,0,,,POSITIVE,POSITIVE,POSITIVE,POSITIVE,labour
1481,IN,Diversion Weir,other,INR,40.0,2.00,,,,67.5,,,,22.5,,90.0,2,,,,,,,,,,0,,,POSITIVE,POSITIVE,POSITIVE,POSITIVE,"Cost of cement, stone and transportation"
1482,KZ,creation of meliorative plantings for struggle with erosion,USD,,,5.00,,,,15.0,30.0,165.0,,10.0,,220.0,5,,,,,,,,,,0,,,,,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,"Manufacturing of reed fascines, purchase and planting saxaul's seedlinfs"
1483,KE,Road runoff system - Mwingi,other,Kenya Shilling,27.0,2.22,,,,,,,,,,,0,,,,,,,,,,0,,,POSITIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,slope determine the depth of the channel and soil type and distance from the road to the farm determines labour requirements
1484,KE,Pitting - Machakos experience,other,Kenya Shilling,78.0,2.56,,,,,,,,,,,0,,,,,,,,,,0,,,SLIGHTLYPOSITIVE,POSITIVE,POSITIVE,POSITIVE,"when cutoff drain is to be constructed, particularly in the dry spell when the ground is hard. When the construction is done when the ground is too hard the cost of labour is high."
1485,KE,Retention ditch Murang'a,other,Kenya shilling,78.0,1.50,,,,,,,,,,,0,,,,,,,,,,0,,,SLIGHTLYPOSITIVE,SLIGHTLYNEGATIVE,VERYPOSITIVE,NEUTRAL,"labour availability, depth/width of ditch. The cost of labour"
1486,KE,Kitui Sand dams,other,Kenya shillings,78.0,2.00,,,,,,,,,,,0,,,,,,,,,,0,,,POSITIVE,VERYPOSITIVE,POSITIVE,VERYPOSITIVE,"depth of foundation trench to the rock bar, the width of the river valley and the height of the banks."
1487,KE,Water Harvesting and Enlarged Structures,other,Kenya shillings,70.0,2.00,,,,,,,,,,,0,,,,,,,,,,0,,,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,Soil depth - soils with a hardpan are more expensive to excavate. Labour - cost varies with seasons
1488,KE,Gully Rehabilitation,other,kenya shillings,70.0,2.14,,,,,,,,,,,0,,,,,,,,,,0,,,SLIGHTLYPOSITIVE,POSITIVE,VERYPOSITIVE,POSITIVE,"slope, soil type, timeliness of operation"
1489,KE,Pasture Mangt. through  Removal of comiphora,other,Kenya shillings,70.0,1.00,,,,,,,,,,,0,,,,,,,,,,0,,,SLIGHTLYPOSITIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,labour for bark ringing and fencing depending on the dencity of the comiphora
1490,KE,Gully blocking by stone checks,other,Kenya shillings,70.0,2.14,,,,,,,,,,,0,,,,,,,,,,0,,,SLIGHTLYNEGATIVE,NEUTRAL,POSITIVE,VERYPOSITIVE,cost of labour. Slope
1491,NP,Landslip and stream bank stabilisation,USD,,,1.35,area,1.4 ha,,2115.45,65.0,565.0,10.0,170.0,,2925.45,8,,By different stakeholders,55.35,10.0,5.0,,,,70.35,3,,,NEGATIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,labour is the major input.
1492,NP,Rehabilitation of degraded communal grazing land,other,Непалийских руппи,,2.00,,,,,,,,,,,6,,,,,,,,,,0,,,NEUTRAL,NEUTRAL,POSITIVE,POSITIVE,
1493,NP,Gully plugging using check dams,other,Nepali Rupee,73.0,2.00,,,,0.49,,,,1.0,0.41000000000000003,1.9,4,,,,,,,,,,0,,,NEUTRAL,NEUTRAL,POSITIVE,POSITIVE,
1494,NP,System of Rice Intensification,USD,,,2.10,area,1 ha,,,,,,,,,0,,,741.3,136.0,4.0,150.0,,,1031.3,5,,,NEUTRAL,POSITIVE,POSITIVE,POSITIVE,"Due to  increased off-farm employment trend , there is lack of manpower for  field operation, which increases the  labour cost ."
1495,NP,Black plastic covered farmyard manure ( FYM),USD,,,2.10,unit,black plastic sheet,,,17.6,,,,,17.6,1,,,8.4,,,,,,8.4,1,,,POSITIVE,POSITIVE,POSITIVE,POSITIVE,"Black plastic sheet, per kg cost of which  is about $3.5. It is thick (thickness: 800 micron) and durable for 4-5 years."
1496,NP,Drinking water quality improvement through conservation measures,USD,,,1.60,unit,Spring box and plants,,110.4,,4.0,,319.0,,433.4,9,,PARDYP and District Development Committee,3.2,,,,,,3.2,1,,,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,"Material cost was comparatively high followed by labor cost. For this technology several actors contributed. The land users contributed 61 percent, District Development Committee contributed  26 percent and PARDYP contributed 13 percent, and the department of forest and PARDYP regional coordinator contributed by providing planting materials( vetiver)."
1497,NP,Rooftop rainwater harvesting system,USD,,,2.10,unit,Rooftop rainwater harvesting system,,40.95,,,,83.69999999999999,2.1,126.75,10,,,14.7,,,,,,14.7,1,,,SLIGHTLYNEGATIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,"The mould and tools were provided by the project and can be used to install many water harvesting systems. Therefore, the cost of tools are not included here. Material costs fluctuate from time to time. The transport costs will vary according to the remoteness of the site. During 1999/2000, the cost of a system varied from US$80 to US$120, of which land users contributed about US$40 by providing the unskilled labour and locally available materials like sand and fine aggregates (calculated at an exchange rate of US$1 = NRs 73)."
1498,NP,Polypit nursery,USD,,,2.10,unit,Polypit nursery,,2.1,,,,5.5,,7.6,4,,,2.1,,,,,,2.1,1,,,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,"The plastic sheet , but it is easily affordable by the land users."
1499,NP,Improved  terraces,USD,,-1.0,1.40,,,,970.0,92.0,135.0,,80.0,10.5,1287.5,7,,,310.0,20.0,12.0,,,,342.0,4,,,NEUTRAL,POSITIVE,POSITIVE,VERYPOSITIVE,"In case of projects interested in promoting this technology in the region, the labour cost is the major expenditure in the initial stage.The labour charges are decided by the district soil conservation office."
