technology_id,country,name,currency_base,currency_other,exchange_rate_per_usd,labour_day_cost_raw,calculation_base,calculation_unit,hectare_conversion_factor,establishment_labour_usd,establishment_equipment_usd,establishment_plant_material_usd,establishment_fertilizers_biocides_usd,establishment_construction_material_usd,establishment_other_usd,establishment_total_usd,establishment_n_items,establishment_total_estimation_reported,establishment_other_funding,maintenance_labour_usd,maintenance_equipment_usd,maintenance_plant_material_usd,maintenance_fertilizers_biocides_usd,maintenance_construction_material_usd,maintenance_other_usd,maintenance_total_usd,maintenance_n_items,maintenance_total_estimation_reported,maintenance_other_funding,costbenefit_establishment_short,costbenefit_maintenance_short,costbenefit_establishment_long,costbenefit_maintenance_long,cost_assumptions
2255,KH,Intercropping of eggplants between mango trees using rice straw mulching to reduce evaporation,other,Khmer Riel,4000.0,"30,000 Riel",area,540 square meter,,48.739999999999995,,52.0,37.5,18.0,,156.24,10,,,,,,,,,,0,2800000.0,,POSITIVE,SLIGHTLYPOSITIVE,VERYPOSITIVE,POSITIVE,"The cost of water pumping machine is high, cost of mango trees and eggplant seeds, cost of hiring labor to plough the soil. But she doesn't expend on buying fertilizer because she use her own cow manure."
2257,UG,Integrated  Apiculture and Forestry,other,UGX,3400.0,5000,area,0.5 acres,,176.47,551.47,,,,73.53,801.47,4,,,176.47,,,,,73.53,250.0,2,,,SLIGHTLYNEGATIVE,SLIGHTLYNEGATIVE,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,Purchase of bee hives.
2263,KH,Improved orchard with an integrated farming system,other,KHR (Riel),4000.0,20000 KHR,area,0.84 ha,,970.0,3219.75,745.0,24.75,4000.0,1200.0,10159.5,17,,,1200.0,,236.25,550.0,,,1986.25,3,,,NEGATIVE,NEGATIVE,VERYPOSITIVE,VERYPOSITIVE,"The farmer spent a lot of money on building pig house which cost 16,000,000 Riel equal to 4000 USD, tube system cost 8,000,000 Riel equal to 2000 USD, pumping machine cost 4,800,000 Riel equal to 1200 USD. In addition, he also spent on digging pond which cost 3,4000,000 Riel equal to 850USD. These components of the technology affects the costs for the establishement very much."
2274,UG,Trenches for soil and water conservation under banana.,other,UGX,3350.0,5000,area,0.5 to 1 acre,,14.93,8.36,,,,,23.29,5,,,7.46,,,4.18,,,11.64,3,,,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,"Labour for digging trenches, desilting and re-applying the silt in the garden."
2279,LA,Logs to reduce surface run-off during the rainy season,other,kip,8000.0,50000,unit,2 wooden log barriers,,12.5,11.870000000000001,,,,,24.37,6,,,12.5,8.75,,,,,21.25,5,,,NEUTRAL,NEUTRAL,SLIGHTLYPOSITIVE,NEUTRAL,The equipment is the most important factor affecting the costs.
2284,LA,Making compost to improve soil fertility in vegetable home gardens,other,LAK,8000.0,50.000,area,5 x 15 m,,62.5,16.25,,,103.75,,182.5,9,,,37.5,,,6.25,,27.5,71.25,7,,,SLIGHTLYNEGATIVE,SLIGHTLYNEGATIVE,NEUTRAL,SLIGHTLYPOSITIVE,"Construction of the compost container is the most important factors affecting the costs (if available, one can use the fish tank as compost container)."
2288,KE,Grass reseeding,USD,,,5,area,Hectare,,20.0,400.0,50.0,,,,470.0,3,,,5.0,100.0,10.0,,,,115.0,3,,,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,POSITIVE,POSITIVE,"Seed availability in the 'informal markets' i.e. between farmers and farmer groups, research organisation, influences the cost of grass seed. This is mainly determined by the preceding rainy season."
2298,LA,Dry season rice on flat areas of stream banks,other,LAK,8000.0,50000,area,"0,7",{'en': 'Hectare'},375.0,887.5,,,,,1262.5,4,,The Oxfarm Australia support 1 buffalo per household,187.5,,5.0,,,,192.5,4,,,POSITIVE,POSITIVE,POSITIVE,POSITIVE,The preparation of the land takes lot of time and require more labour.
2304,UG,Under ground water abstraction for livestock production,other,UGX,3350.0,5000 per person per day,area,0.5 acres,,7.46,11.95,2.99,,,,22.4,5,,,7.7700000000000005,29.85,,,,10.75,48.37,5,,,NEGATIVE,SLIGHTLYPOSITIVE,VERYPOSITIVE,SLIGHTLYPOSITIVE,Hygiene inspection.
2306,LA,Local indigenous dyke for water harvesting,other,Kip,8000.0,50 000 kip,unit,one dam,,300.0,368.75,,,825.0,,1493.75,10,,,300.0,,,,387.5,,687.5,5,,,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,SLIGHTLYNEGATIVE,The labour for collecting the wood logs and the labour for the construction of the dike.
2307,LA,Plantation of Yangbong (Persea kurzii) Trees on Slopes,other,kip,8000.0,"30,000",area,1 ha,,525.0,225.0,200.0,,,,950.0,7,,,225.0,,,1875.0,,,2100.0,4,,The Bio Fertilizer has been provided by the project.,VERYNEGATIVE,NEGATIVE,VERYPOSITIVE,POSITIVE,Labour is an important factor especially for larger plantation areas that require more labour for maintenance
2315,KH,Agroforestry-intercropping of peanut  between cashew nut trees in upland areas,other,KHR,4000.0,20000,area,1 hectare,"{'en': '1 hectare= 10000 square meters', 'km': '១ ហិកតា=១០០០០ម៉ែត្រការ៉េ'}",215.0,270.5,400.0,18.75,,,904.25,9,,,755.0,105.0,,25.0,216.25,975.0,2076.25,17,,,POSITIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,"General high expenses for the establishment and for the maintenance of the technology. Cashew trees provide fruit in the 3rd year and whereas peanuts can be harvested within 3 months. Normally from the moment cashew trees provide fruits, farmers could not grow peanut on the same plot anymore."
2317,UG,Intercropping Bananas and Pineapple for Optimal Land Utilisation,other,UGX,3650.0,6600,area,3200 square meter,,71.9,65.21,123.29,82.19,,,342.59,12,-1.0,"500 pineapple suckers were given to the farmer by the OWC. The remaining 7500 suckers were received from Luweero District, Central Uganda.",13.31,,,32.88,,,46.19,4,,,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,,,"Peoples attitudes (people fear weeding in pineapples because they are prickly and pineapples habour snakes), labour scarcity"
2319,UG,MANGO AND CITRUS TRESS GROWN AS CASHCROPS AND FOR SOIL FERTILITY IMPROVEMENT,other,UGX,3500.0,3000 UGX,area,2 acres,,68.56,180.01,157.14,,32.86,,438.57,14,,,3.43,657.85,279.0,11.43,,,951.71,9,,,SLIGHTLYPOSITIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,"High costs of labor
High transportation cost
Purchase of pesticides"
2321,UG,Reclamation of indigenous pastures for dairy farming,other,UGX,3718.0,3000shs,area,2acres,,,,,,,,,0,,,,,,,,,,0,,,SLIGHTLYPOSITIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,The labour for firebreaks during dry seasons and maintaining the farm.
2323,NE,Firebreaks,other,West African CFA franc,500.0,1300 CFA francs,area,3 km2,,11148.0,4039.0,,,,2475.0,17662.0,13,8831000.0,"The mule and oxen carts for the transport of the straw were provided by the local populations. In the cost assessment, the 20.000 CFA francs represent the rental cost for each cart.",1390.0,669.5,,,,,2059.5,4,1029750.0,"The maintenance costs are covered by the local populations, who ensure their own compensation by selling the straw.",POSITIVE,POSITIVE,POSITIVE,POSITIVE,"The most important factor affecting the costs of the technology is unskilled labour; this technology requires a large amount of labour, both for the implementation and for the maintenance."
2325,NE,"Assisted Natural Regeneration on agro-pastoral, sylvo-pastoral and pastoral land",other,West African CFA francs,500.0,1500 CFA francs,area,1 hectare,,84.0,6.0,,,,,90.0,3,,"In case the implementation of the technology was conducted in the context a development project, only the costs of training are not borne by the land user, but covered by the project. In some cases the project also provides technical support, such as the installation of a tree nursery or food distribution.",102.0,6.0,,,,,108.0,2,,0,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,"Labour is the key determinant of the costs for establishment and maintenance of the technology, representing almost 90% of the total costs."
2327,UG,Modern Bee Hives based Apiculture,other,UGX,3400.0,5000 per person per day,area,3 acres,,7.35,423.53,,,,5.88,436.76,3,,,7.35,90.88,,,,,98.23,5,,,SLIGHTLYNEGATIVE,SLIGHTLYNEGATIVE,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,Modern bee hives are the most expensive and the costs of labour.
2688,LA,Coffee cultivation between big trees in sloping fallows,other,LAK,8000.0,20000,area,"1,5",{'en': 'Hactare'},167.5,32.5,3.75,31.25,18.75,30.0,283.75,11,,,22.5,,,,,,22.5,3,,,SLIGHTLYNEGATIVE,SLIGHTLYNEGATIVE,POSITIVE,POSITIVE,The most important factor affecting cost is labour for selective clearance.
2690,ES,Application of 'Preparation 500' in agricultural soils under a biodynamic management,other,Euro,0.944508,60 Euro,area,40 hectares,,1397.56,1605.0699999999997,3202.73,105.88,,,6311.24,13,,,1397.56,254.1,,105.88,,,1757.54,6,,,NEUTRAL,SLIGHTLYPOSITIVE,POSITIVE,VERYPOSITIVE,"Unforseen weather is always a risk in conventional as well as in bio-dynamic agriculture. The rainy days, high temperatures and direct sunlight can affect the correct application of preparation 500 and could cause a decrease in the orchard production."
2699,UG,CROP ROTATION OF CASSAVA AND SOY BEAN,other,UGX,3500.0,3000shs,area,43 acres,,589.71,637.1500000000001,245.71,,,,1472.57,6,,,30.71,325.71000000000004,,,,,356.42,3,,,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,POSITIVE,POSITIVE,
2707,UG,"Cassava-Soybean Crop Rotation for Soil Fertility Improvement, Improved Production, Income and Food Security",other,UGX,3500.0,2500shs,area,43 acres,,7.14,48.86,142.86,,,,198.86,7,,,42.86,17.14,,,,,60.0,2,,no one,POSITIVE,POSITIVE,POSITIVE,POSITIVE,"Seeds, tractor and labour hire."
2708,UG,TEAK-BASED AFFORESTATION FOR INCOME GENERATION AND TIMBER PRODUCTION,other,UGX,,5000shs,area,6acres,,,,,,,,,6,,,,,,,,,,5,,,SLIGHTLYNEGATIVE,SLIGHTLYNEGATIVE,VERYPOSITIVE,VERYPOSITIVE,
2757,UG,Mulching using  banana leaves,other,UGX,3200.0,5000,area,2 acres,,218.75,42.19,,,,28.12,289.06,4,,,187.5,,,,,,187.5,2,,,SLIGHTLYPOSITIVE,POSITIVE,POSITIVE,POSITIVE,Labour for cutting and laying the banana leaves is the most important factor affecting costs.
2761,UG,Controlled livestock grazing  for soil fertility improvement,other,UGX,3445.0,5000,unit,0.5 acres,,174.16,252.53999999999996,7.26,,,1336.87,1770.83,12,,,87.08,17.42,,43.54,,,148.04,3,,,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,VERYPOSITIVE,POSITIVE,Labour takes the most costs since the tasks re routine compared to the cost of equipment which is bought and replaced after its worn out.
2769,UG,Farmer-Managed Natural Regeneration (FMNR),other,UGX,3500.0,5000,area,1 acre,,100.0,,,,714.28,,814.28,4,,,42.86,,,,28.57,,71.43,2,,,NEGATIVE,SLIGHTLYPOSITIVE,POSITIVE,POSITIVE,Labour and seedlings take most of the costs of the technology
2778,UG,Grevillea Robusta (Silk Oak) Boundary Lines on a Pineapple Cropland,other,UGX,,"3,000 shs",area,7 acres,,,,,,,,,6,,,,,,,,,,3,,,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,POSITIVE,VERYPOSITIVE,"The Grevillea seedlings were distributed at a cost from the District. There is also high cost of hiring labour. However, family members can also help in maintaining the technology."
2784,UG,Small ruminant management for manure production (goats),other,UGX,3500.0,5000 per person per day,area,Less than 0.5 acres,,4.29,,,,335.71,,340.0,5,,,4.29,,,,,,4.29,1,,,NEGATIVE,NEUTRAL,POSITIVE,POSITIVE,Labour takes most of the costs.
2785,SI,Integrated soil fertility management with biochar and zeolite,other,EUR,0.89,50 EUR,area,20 hectares,,,,,,,,,0,,,617.9799999999999,337.08,,1596.63,,,2551.69,6,,,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,price of bio-char and zeolite
2787,UG,Fruit Tree Orchard of Mangoes and Oranges Integrated with Beans,other,UGX,3400.0,5000,area,0.6 acres of land,,176.47,17.94,58.82,14.71,,14.71,282.65,7,,,132.35,22.06,,,,,154.41,2,,,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,POSITIVE,POSITIVE,Labour takes most of the cost during establishing. The farmer only buys a spraying pump for maintenance.
2788,UG,Low-cost irrigation with a treadle pump,other,Uganda Shilings,3500.0,5000,unit,Piece,,42.86,328.57,,,,,371.43,3,,,42.86,900.0,,,,,942.86,3,,,NEGATIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,Cost for acquiring the pump and the cost of labor for running the pump.
2795,SI,Organic agriculture,other,EUR,,50 EUR,area,24 hectares,,,,,,,,,8,,,,,,,,,,7,,The reamining costs are coverd by subsidy payments.,NEUTRAL,NEUTRAL,POSITIVE,POSITIVE,"Labour availability, price of organic plant protection products and fertilisers, price of the machinery"
2796,UG,Ground water fed fish ponds,other,UGX,3500.0,5000 per person per day,area,0.5 acres,,257.14,177.14000000000001,,,,1274.2799999999997,1708.56,8,,,42.86,,,,,17.14,60.0,2,,,SLIGHTLYNEGATIVE,SLIGHTLYPOSITIVE,POSITIVE,SLIGHTLYPOSITIVE,Labour for establishing and maintaining the pond.
2797,UG,Improved Tree Nursery Bed,other,UGX,3818.0,3000/=,area,1725 m2,,36.150000000000006,358.70000000000005,809.33,9.29,447.37,,1660.84,24,,,29.07,,,,36.010000000000005,,65.08,6,,,NEGATIVE,POSITIVE,POSITIVE,VERYPOSITIVE,"Accessibility to quality seed, transportation of materials, drought"
2801,UG,Home Garden Drip Irrigation,other,UGX,3900.0,"3,000shs",area,4 acres,,17.95,130.76,,,,,148.71,4,,,38.46,15.38,,,,,53.84,2,,,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,The most important cost at establishment phase is the procurement of water tanks followed by labour costs and maintenance in terms repairs.
2807,MA,Stabilisation de terrasses en bordure d'oued avec des peupliers,other,Dirham,10.0,110,unit,Une terrasse,,693.0,300.0,,,,,993.0,5,,,25.3,,,,,,25.3,2,,,NEGATIVE,VERYPOSITIVE,POSITIVE,VERYPOSITIVE,"Le facteur qui affecte les couts le plus est la disponibilité d'un tractopelle pour la mise en place de la parcelle, donc dépendant de la distance du réseau routier et des connexions personnelles des utilisateurs de terres."
2812,UG,Intensive Pig farming for soil fertility improvement and household income,other,UGX,3400.0,7000,area,"less than 0.05 acre, 6 to 8 m wide, 8 m long and 3.5 m high",,247.06,70.58,,22.06,51.47,88.24,479.41,10,,,247.06,,,,,,247.06,2,,,SLIGHTLYNEGATIVE,SLIGHTLYNEGATIVE,POSITIVE,SLIGHTLYPOSITIVE,Labour takes most of the costs because its required regularly during establishment and maintenance.
2814,UG,Row planting of annual crops,other,UGX,3600.0,5000,area,1 acre,,13.89,14.44,41.67,,,,70.0,5,,,6.94,,,,,,6.94,1,,,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,POSITIVE,POSITIVE,"Labour for planting, weeding and harvesting takes the most of costs."
2815,UG,Intercropping Soya and Maize,other,UGX,3400.0,5000 per person per day,area,7 acres,,14.7,135.59,91.17999999999999,,,,241.47,7,,,14.71,,,,,,14.71,1,,,SLIGHTLYNEGATIVE,POSITIVE,SLIGHTLYNEGATIVE,POSITIVE,Labour takes most of the costs.
2816,UG,Stall feeding of Friesian cow by cut and carry  for livestock management,other,UGX,3803.0,5000,area,1.5 acres,,92.03,9.73,141.99999999999997,,166.96999999999997,12.62,423.35,14,,,82.83,45.75,113.07,,,6.31,247.96,8,,,POSITIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,Labour costs for establishing and maintaining the technology.
2817,UG,Orchard of Mangoes and Oranges for Soil Fertility Improvement.,other,UGX,3400.0,5000,area,,,235.29,167.06,735.29,8.82,,,1146.46,7,,,61.76,,,15.29,,,77.05,3,,,SLIGHTLYPOSITIVE,VERYPOSITIVE,POSITIVE,VERYPOSITIVE,"Labour for planting, weeding , slashing and spraying take the most costs."
2818,UG,Mulching using grass on perennial crop land.,other,UGX,3400.0,5000,area,2 acres,,220.59,25.0,294.12,,,29.41,569.12,5,,,132.35,,,,,,132.35,1,,,POSITIVE,POSITIVE,VERYPOSITIVE,POSITIVE,"Labour for cutting , carrying and laying grass and seedlings take the most costs.  However this means that if the farmer does not need to add more suckers."
2819,UG,Orchard of mangoes and oranges for food and income security,other,UGX,3400.0,5000 per person per day but in most cases charge more than this depending on the season (sunny or rainy season)- sunny more money is charged.,area,0.5 acres,,4.41,17.349999999999998,30.88,19.86,,,72.5,8,,,4.41,10.29,,,,,14.7,2,,,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,VERYPOSITIVE,POSITIVE,Labour takes the most of costs.
2821,UG,Fruit tree growing for restoration of degraded lands,other,UGX,3400.0,5000,area,0.5 acres,,220.59,23.830000000000002,735.29,,,58.82,1038.53,6,,,176.48,,,,,,176.48,2,,,SLIGHTLYPOSITIVE,SLIGHTLYNEGATIVE,VERYPOSITIVE,POSITIVE,"Labour for planting , weeding and watering on monthly basis."
2822,UG,Baby Melon as a Cover-Crop in Lowlands,other,Uganda Shillings,3498.0,5000,area,1 acre,{'en': '2.5'},7.15,,57.18,45.739999999999995,,,110.07,4,,,4.29,,,17.15,,,21.44,2,,,POSITIVE,POSITIVE,VERYPOSITIVE,POSITIVE,Purchase of fungicides
2823,SI,Converting cropland to grazing land,other,EUR (€),0.89,50,area,12 hectares,,154.48999999999998,896.63,674.16,,,,1725.28,4,7.0,,56.18,22.47,,,,,78.65,2,,,POSITIVE,POSITIVE,POSITIVE,POSITIVE,Costs for fence establishment and electric fence energiser.
2824,SI,Fertilising with farmyard manure,other,EUR (€),0.89,50 EUR,area,28 hectares,,,39325.85,,,,,39325.85,3,2.0,,1492.27,56.18,,,,,1548.45,3,,,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,"Labour is the most important. It is followed by livestock herd. However, herd costs are covered with milk production."
2825,UG,Pine Woodlot,other,UGX,3400.0,5000 per person per day,area,0.5 acres,,14.71,37.65,2941.18,,4.41,22.06,3020.01,7,,,441.18,,,,,,441.18,1,,,SLIGHTLYNEGATIVE,SLIGHTLYNEGATIVE,SLIGHTLYPOSITIVE,POSITIVE,Seedlings and labour takes most of the costs.
2826,UG,Citrus Orchard  with  Grass  Mulch and Trenches for Soil Erosion Control,other,UGX,3400.0,5000,area,1 acre,,20.59,61.18000000000001,,,,,81.77,5,,,8.24,,,,,,8.24,1,,,SLIGHTLYNEGATIVE,POSITIVE,POSITIVE,POSITIVE,"Labour for digging trenches ,  cutting  and carrying grass  is the most expensive input affecting the costs."
2830,UG,"Taungya Agroforestry System for Increased Production, Food Security, Soil Fertility and Household Income",other,UGX,3650.0,3000/=,area,1.6 ha,,390.40999999999997,75.34,495.89,27.4,,164.38,1153.42,9,,Planting material was given by Operation Wealth Creation but establishment costs were borne by land users,109.59,32.88,,5.48,,,147.95,4,,All costs were borne by the land user,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,VERYPOSITIVE,POSITIVE,Availability of labour
2834,UG,SPRING GROUND WATER RESERVOIR FOR WATER SUPPLY AND FISH PRODUCTION,other,UGX,3600.0,3000shs,area,0.5 acre,,41.67,24.990000000000002,,,41.67,13.89,122.22,7,,,41.67,,,,,,41.67,1,,,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,Labour costs are the main maintenance costs.
2835,MA,Elevage de lapins sous terre,other,Dirham,10.0,80,unit,"Une unité d'élevage de lapins, comprenant 6 femelles.",,176.0,,,,86.6,,262.6,7,,,126.0,,,,,175.5,301.5,7,,,NEGATIVE,POSITIVE,POSITIVE,POSITIVE,La main d’œuvre est le poste qui influence le plus les coûts.
2836,UG,Maize (zea mays) growing with contours,other,UGX,,5000 shs,area,25 acres,,,,,,,,,6,,no one,,,,,,,,2,,No one,POSITIVE,POSITIVE,POSITIVE,POSITIVE,High costs of weeding and thinning the crop.
2838,UG,Bamboo-Woven Bee Hives,other,Uganda shilling,3500.0,5000,unit,One peace,,32.86,17.43,,,,,50.29,6,5000.0,,8.57,,,,,,8.57,1,1.0,,POSITIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,Routine visits during the dry season
2839,UG,Woodland-Protected Banana Cultivation for Increased Production and Household Income,other,Uganda Shillings,3500.0,5000,area,2 acres,{'en': '2.5'},142.85,,28.57,85.71,,,257.13,5,,,142.85,,28.57,85.71,,,257.13,5,,,POSITIVE,POSITIVE,VERYPOSITIVE,POSITIVE,Purchase and application of manure
2842,MA,Récupération d'eau de pluie dans les plantations arboricoles avec irrigation en goutte à goutte par des buttes en terre.,other,Dirham,10.0,80,area,1 ha,,686.0,372.0,830.0,41.5,3.32,5720.0,7652.82,11,,Le système d'irrigation au goutte à goutte est subventioné par l'etat. ,320.0,,,,,,320.0,1,,,POSITIVE,POSITIVE,POSITIVE,POSITIVE,"La main d'oeuvre est ce qui affecte le plus les couts, car elle n'est pas toujours disponible."
2843,KH,Agroforestry: intercropping of pineapple between orange and mango trees,other,Riel,4000.0,20000 Riel,area,20 X 100= 2000 square meters,,52.5,12.25,52.5,,,,117.25,7,,,365.0,1750.0,,5.0,253.75,,2373.75,9,,,SLIGHTLYNEGATIVE,SLIGHTLYNEGATIVE,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,Gasoline for water pumping
2844,KH,On-farm ponds to alleviate the potential impact of seasonal droughts and for increasing crop cultivation and aquaculture,other,Riel,4000.0,20000 Riel,unit,Pond and irrigation system,,2020.0,680.0,,,,,2700.0,3,,The owner of excavator,35.0,,,,21.0,,56.0,2,,,POSITIVE,POSITIVE,POSITIVE,POSITIVE,"The wage of the excavator for digging the pond is expensive. However, this can be overcome by giving the soil to the excavator who can sell the soil and therewith does the work for free."
2848,PL,Chicken manure in non irrigated arable land,other,PLN,0.28,50-100 PLN,area,1 ha,,,,,,,,,0,600.0,,,,,,,,,0,300.0,,SLIGHTLYNEGATIVE,POSITIVE,POSITIVE,POSITIVE,"Pesticides, mineral fertilization, seed, fuel"
2851,PL,No-till,other,PLN,0.28,50-100 PLN,area,1 ha,,,,,,,,,0,,,,,,,,,,0,360.0,,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,POSITIVE,POSITIVE,Cost of machinery appropriate to no-till and costs to meet bill of machinery contractor
2852,PL,Organic agriculture in hop cultivation,other,PLN,0.28,50-100 PLN,area,1 ha,,,,,,,,,0,5000.0,,,,,,,,,0,500.0,,NEUTRAL,NEUTRAL,VERYPOSITIVE,VERYPOSITIVE,"Energy, equipment and labour."
2870,UG,Fast-Growing Clonal Eucalyptus,other,Uganda Shillings,3500.0,"10,000",unit,Hectares,,9142.880000000001,4571.43,157.14,,,,13871.45,6,,,1428.57,,,,,,1428.57,1,,,SLIGHTLYPOSITIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,Buying seedlings
2871,UG,Native trees as wind breaks,other,Uganda Shilings,3500.0,5000,unit,Land management unit,,22.86,,,,,,22.86,1,,,22.86,,,,,,22.86,1,,,POSITIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,Pruning height of the trees. Higher and larger trees are more expensive to prune but also provide more firewood to the farmer
2872,UG,Optimizing Land-Use Through Maize-Watermelon Intercropping,other,Uganda Shillings,3500.0,5000,unit,Per technology unit,,157.14,5.71,71.43,257.13,71.43,,562.84,12,,"The supporting organisation subsidized the cost of seeds, fertilizer and biocides.",128.57,,71.43,171.42000000000002,,,371.42,8,,,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,"Cost of seeds, fertilizer and spraying are the items mainly affecting costs"
2877,UG,Local Food Storage Facility (Granary),other,Uganda Shillings,3500.0,5000,unit,1 Granary,,28.57,,,,92.86,,121.43,6,,,7.14,,,,14.28,,21.42,3,,,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,Weaving the granary
2879,PT,Minimum tillage in Mediterranean vineyards,other,euro,0.86615,30,area,1 ha per year,,,5888.13,,,,,5888.13,3,,Young farmers (<40 years old) may submit agricultural projects for partial government funding.,103.92,738.9000000000001,,83.13,,,925.95,7,,,NEUTRAL,SLIGHTLYPOSITIVE,NEUTRAL,SLIGHTLYPOSITIVE,Machinery and labor
2880,UG,Pine-shielded mango growing,other,Uganda Shillings,3500.0,5000,area,Acres,{'en': '0.4'},85.71000000000001,,328.57,,,,414.28,4,,,91.42,,57.15,,,,148.57,5,,,VERYNEGATIVE,SLIGHTLYNEGATIVE,VERYPOSITIVE,VERYPOSITIVE,Land preparation and planting
2881,UG,Home Gardens,other,Uganda Shillings,3500.0,5000,unit,Acres,,114.28,,100.0,1142.86,155.72000000000003,,1512.86,9,,,114.28,,24.28,1142.86,50.0,,1331.42,10,300000.0,,POSITIVE,POSITIVE,VERYPOSITIVE,POSITIVE,"Labour for maintaining the garden, especially pruning"
2882,UG,Teak-Based Afforestation for Timber Production,other,Uganda Shillings,3500.0,5000,area,5 Acres,,285.71,20.0,28.57,,71.43,,405.71,8,,,2728.5699999999997,61.43,,,,,2790.0,7,,,NEGATIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,Raising seedlings and planting
2886,UG,Potatoes Growing in Lowlands for Food Security Durnig Dry Seasons,other,Uganda Shillings,3500.0,5000,area,30 meters x 40 meters,,100.0,,57.14,,,,157.14,4,,,128.57,,57.14,,,,185.71,4,50000.0,,POSITIVE,POSITIVE,POSITIVE,POSITIVE,Purchase of tuber during the month of December
2890,UG,Local Rabbit Keeping for Manure Production and Household Income,other,UGX,3500.0,3000shs,area,2 acres,,2.0,44.57,,,79.72999999999999,,126.3,9,,,6.010000000000001,55.0,,,,,61.01,8,,,POSITIVE,POSITIVE,POSITIVE,POSITIVE,"Inputs such as timber, wheel barrows, hoes, nails , wire mesh and iron sheets affect costs most."
2891,LA,Conversion of rocky area to grazing area for livestock management,other,kip,8000.0,50000,area,ha,"{'en': '15', 'lo': '15'}",687.5,915.0,812.5,1000.0,4110.0,,7525.0,15,61878000.0,"Equipment, plan material and construction material support by ADB project",187.5,93.75,,,,,281.25,2,,,NEGATIVE,SLIGHTLYPOSITIVE,POSITIVE,POSITIVE,The high cost for fencing and the construction material are the most important factors
2894,UG,FISH FARMING (AQUACULTURE) FOR INCOME GENERATION AND WATER CONSERVATION,other,UGX,3500.0,3000shs,area,6 acres,,214.29,22.29,,,,91.42,328.0,7,,,42.86,,,,,,42.86,1,,,POSITIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,Labour is the important factor that influences costs. The farmer used own money to hire labour.
2895,KE,Micro-catchments for rainwater harvesting,USD,,,5,area,Hectare,,20.0,400.0,,,,,420.0,2,,,5.0,400.0,,,,,405.0,2,,,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,"Cost of hiring ox-plough - before the onset of the rains, there is a high demand for ox-ploughs for seedbed preparation and creation of micro-catchments. This increased demand (i.e. hiring the ox-plough) greatly influences the costs."
2897,MA,Parcelle agro-forestière à base de plantation d'arbres fruitiers et forestièrs,other,Dirham,10.0,80 dirhams,area,"Les couts sont calculés pour 1 ha, correspondant à la surface du ravin corrigé.",,176.0,9100.0,860.0,1800.0,3020.0,400.0,15356.0,17,,Une partie des pommiers a été distribuée par le projet FAO.,67.5,30.0,42.0,,,,139.5,4,,,NEGATIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,"Le prix élevé des traitements phytosanitaire diminue la rentabilité de la production. La grêle affecte la qualité des fruits, ce qui diminue les prix de vente."
